order_id,customer_id,order_date,ship_date,ship_mode
OR-301918,CU-100690,2023-06-10,2023-06-11,First Class
OR-301919,CU-101490,2022-12-05,2022-12-07,First Class
OR-301920,CU-102722,2023-04-07,2023-04-09,First Class
OR-301921,CU-101595,2022-03-28,2022-03-29,First Class
OR-301922,CU-100041,2023-09-15,2023-09-18,Same Day
OR-301923,CU-100159,2024-03-25,2024-03-28,Same Day
OR-301924,CU-100412,2023-05-20,2023-05-24,Second Class
OR-301925,CU-101684,2022-09-05,2022-09-08,Standard Class
OR-301926,CU-100091,2022-11-01,2022-11-03,Second Class
OR-301927,CU-102472,2022-12-17,2022-12-22,Second Class
OR-301928,CU-101985,2024-04-21,2024-04-23,First Class
OR-301929,CU-101126,2022-01-08,2022-01-13,Second Class
OR-301930,CU-100972,2024-02-11,2024-02-12,Second Class
OR-301931,CU-102343,2024-08-21,2024-08-27,Same Day
OR-301932,CU-100806,2024-10-21,2024-10-24,Second Class
OR-301933,CU-101193,2022-03-28,2022-04-03,Standard Class
OR-301934,CU-102642,2023-03-28,2023-04-02,Second Class
OR-301935,CU-102264,2023-04-25,2023-04-27,Same Day
OR-301936,CU-102864,2023-01-15,2023-01-18,Same Day
OR-301937,CU-100286,2024-06-11,2024-06-16,First Class
OR-301938,CU-101487,2022-03-26,2022-03-31,Same Day
OR-301939,CU-102601,2023-06-26,2023-07-02,Standard Class
OR-301940,CU-101681,2022-12-31,2023-01-06,First Class
OR-301941,CU-102641,2024-11-05,2024-11-06,First Class
OR-301942,CU-101017,2023-02-15,2023-02-19,First Class
OR-301943,CU-102975,2023-04-06,2023-04-08,Same Day
OR-301944,CU-100850,2024-09-06,2024-09-07,First Class
OR-301945,CU-102664,2022-03-03,2022-03-08,First Class
OR-301946,CU-101819,2023-07-31,2023-08-04,Same Day
OR-301947,CU-101154,2022-12-01,2022-12-06,Same Day
OR-301948,CU-100150,2022-08-12,2022-08-14,First Class
OR-301949,CU-101049,2022-05-23,2022-05-30,Standard Class
OR-301950,CU-101201,2022-12-21,2022-12-22,First Class
OR-301951,CU-102749,2023-07-17,2023-07-23,Second Class
OR-301952,CU-101492,2024-12-05,2024-12-10,Same Day
OR-301953,CU-100086,2023-12-21,2023-12-22,First Class
OR-301954,CU-101371,2022-09-08,2022-09-09,Standard Class
OR-301955,CU-100765,2023-10-13,2023-10-16,Second Class
OR-301956,CU-100304,2023-01-18,2023-01-20,Standard Class
OR-301957,CU-101300,2023-04-17,2023-04-24,Second Class
OR-301958,CU-102068,2022-08-23,2022-08-25,Same Day
OR-301959,CU-102633,2023-01-14,2023-01-19,Same Day
OR-301960,CU-101746,2023-06-18,2023-06-24,Second Class
OR-301961,CU-101918,2022-10-31,2022-11-07,First Class
OR-301962,CU-100272,2022-01-24,2022-01-28,Standard Class
OR-301963,CU-100397,2023-12-29,2024-01-02,Second Class
OR-301964,CU-102910,2024-03-04,2024-03-10,Second Class
OR-301965,CU-101332,2022-08-28,2022-09-03,Second Class
OR-301966,CU-102750,2024-09-04,2024-09-08,Same Day
OR-301967,CU-101419,2022-04-01,2022-04-05,Same Day
OR-301968,CU-102833,2024-10-31,2024-11-07,Standard Class
OR-301969,CU-100197,2024-02-01,2024-02-02,Second Class
OR-301970,CU-102067,2022-08-13,2022-08-19,First Class
OR-301971,CU-102848,2022-07-11,2022-07-12,Same Day
OR-301972,CU-100726,2023-10-22,2023-10-23,Second Class
OR-301973,CU-102709,2024-10-08,2024-10-11,Second Class
OR-301974,CU-102017,2022-07-02,2022-07-09,Standard Class
OR-301975,CU-100980,2023-06-11,2023-06-12,Same Day
OR-301976,CU-102003,2024-12-01,2024-12-06,First Class
OR-301977,CU-101623,2023-06-18,2023-06-21,First Class
OR-301978,CU-102892,2024-03-27,2024-04-02,Standard Class
OR-301979,CU-100737,2024-12-07,2024-12-13,First Class
OR-301980,CU-101442,2023-01-25,2023-01-30,Standard Class
OR-301981,CU-100345,2023-09-15,2023-09-18,First Class
OR-301982,CU-102541,2022-05-07,2022-05-12,First Class
OR-301983,CU-101995,2023-12-02,2023-12-04,Second Class
OR-301984,CU-100363,2022-02-10,2022-02-14,Same Day
OR-301985,CU-102615,2022-03-27,2022-04-02,First Class
OR-301986,CU-101054,2023-08-26,2023-08-31,Same Day
OR-301987,CU-100750,2023-04-02,2023-04-09,Standard Class
OR-301988,CU-100254,2024-11-21,2024-11-27,Second Class
OR-301989,CU-101421,2023-07-14,2023-07-21,Standard Class
OR-301990,CU-101263,2023-04-01,2023-04-06,Second Class
OR-301991,CU-102912,2022-04-24,2022-04-28,Same Day
OR-301992,CU-100740,2023-06-03,2023-06-07,First Class
OR-301993,CU-102522,2023-10-10,2023-10-14,Same Day
OR-301994,CU-102864,2023-06-26,2023-07-02,Second Class
OR-301995,CU-100352,2024-02-13,2024-02-16,Standard Class
OR-301996,CU-102092,2023-02-19,2023-02-26,First Class
OR-301997,CU-101850,2023-07-13,2023-07-19,Standard Class
OR-301998,CU-100912,2024-02-10,2024-02-14,First Class
OR-301999,CU-102689,2023-09-04,2023-09-10,Second Class
OR-302000,CU-101466,2024-10-29,2024-11-04,Second Class
OR-302001,CU-102831,2022-12-03,2022-12-10,Same Day
OR-302002,CU-100601,2024-11-29,2024-12-03,Standard Class
OR-302003,CU-101302,2023-09-29,2023-10-02,Second Class
OR-302004,CU-102285,2022-04-06,2022-04-11,Same Day
OR-302005,CU-101653,2022-11-18,2022-11-19,Same Day
OR-302006,CU-102620,2023-03-18,2023-03-19,Standard Class
OR-302007,CU-100311,2024-10-25,2024-10-27,Second Class
OR-302008,CU-100376,2023-07-03,2023-07-08,First Class
OR-302009,CU-101103,2022-09-21,2022-09-24,Same Day
OR-302010,CU-100760,2023-01-06,2023-01-07,Standard Class
OR-302011,CU-101602,2023-09-02,2023-09-05,Second Class
OR-302012,CU-102967,2022-12-25,2023-01-01,Standard Class
OR-302013,CU-101847,2023-11-02,2023-11-09,Standard Class
OR-302014,CU-102971,2022-09-15,2022-09-18,Second Class
OR-302015,CU-101928,2024-11-11,2024-11-16,Second Class
OR-302016,CU-102312,2022-10-13,2022-10-19,Standard Class
OR-302017,CU-101764,2024-09-16,2024-09-21,Second Class
OR-302018,CU-100486,2022-07-13,2022-07-15,Standard Class
OR-302019,CU-100010,2024-01-23,2024-01-28,First Class
OR-302020,CU-100126,2022-01-13,2022-01-20,First Class
OR-302021,CU-100802,2023-01-16,2023-01-17,Standard Class
OR-302022,CU-102685,2022-09-24,2022-09-29,Standard Class
OR-302023,CU-101509,2023-09-12,2023-09-17,Second Class
OR-302024,CU-102587,2023-02-05,2023-02-11,First Class
OR-302025,CU-102296,2022-02-05,2022-02-12,First Class
OR-302026,CU-102753,2023-08-16,2023-08-17,Standard Class
OR-302027,CU-101639,2024-10-16,2024-10-20,Standard Class
OR-302028,CU-100133,2024-11-20,2024-11-26,Second Class
OR-302029,CU-100338,2022-11-11,2022-11-12,First Class
OR-302030,CU-101121,2022-01-30,2022-02-02,Standard Class
OR-302031,CU-102024,2022-03-10,2022-03-11,Standard Class
OR-302032,CU-102778,2023-10-29,2023-10-31,First Class
OR-302033,CU-102310,2024-07-01,2024-07-02,Standard Class
OR-302034,CU-102411,2023-06-08,2023-06-09,Same Day
OR-302035,CU-101691,2023-09-04,2023-09-09,Standard Class
OR-302036,CU-102850,2022-02-16,2022-02-17,Same Day
OR-302037,CU-100695,2022-12-25,2023-01-01,Standard Class
OR-302038,CU-100281,2024-06-11,2024-06-16,Second Class
OR-302039,CU-100344,2024-02-04,2024-02-07,First Class
OR-302040,CU-101507,2022-12-09,2022-12-14,Same Day
OR-302041,CU-102190,2022-05-03,2022-05-09,Second Class
OR-302042,CU-100705,2024-02-26,2024-02-29,Standard Class
OR-302043,CU-101000,2022-08-07,2022-08-10,First Class
OR-302044,CU-102630,2024-09-06,2024-09-11,Standard Class
OR-302045,CU-101636,2024-08-26,2024-08-31,Same Day
OR-302046,CU-101834,2024-06-08,2024-06-15,First Class
OR-302047,CU-100524,2022-04-04,2022-04-05,Standard Class
OR-302048,CU-102969,2023-04-03,2023-04-05,Second Class
OR-302049,CU-101663,2024-08-23,2024-08-26,First Class
OR-302050,CU-102650,2024-01-26,2024-01-31,Same Day
OR-302051,CU-100728,2023-09-12,2023-09-15,First Class
OR-302052,CU-102589,2023-09-21,2023-09-24,Standard Class
OR-302053,CU-102467,2023-06-08,2023-06-10,First Class
OR-302054,CU-100311,2024-04-13,2024-04-14,Second Class
OR-302055,CU-100419,2024-11-23,2024-11-30,Standard Class
OR-302056,CU-102965,2024-07-31,2024-08-05,Standard Class
OR-302057,CU-102614,2023-01-11,2023-01-16,First Class
OR-302058,CU-100637,2023-07-07,2023-07-09,Same Day
OR-302059,CU-101394,2022-11-17,2022-11-23,Standard Class
OR-302060,CU-101684,2024-07-13,2024-07-15,Same Day
OR-302061,CU-102548,2023-02-04,2023-02-11,Second Class
OR-302062,CU-101625,2024-03-06,2024-03-12,Standard Class
OR-302063,CU-102774,2022-12-16,2022-12-17,Same Day
OR-302064,CU-101670,2022-02-26,2022-03-01,Same Day
OR-302065,CU-101865,2024-07-25,2024-07-27,Second Class
OR-302066,CU-101200,2022-12-03,2022-12-08,Same Day
OR-302067,CU-102734,2024-12-21,2024-12-25,Second Class
OR-302068,CU-101433,2022-12-19,2022-12-25,Second Class
OR-302069,CU-102147,2022-03-03,2022-03-07,Second Class
OR-302070,CU-102920,2022-12-13,2022-12-17,Standard Class
OR-302071,CU-101277,2024-08-27,2024-09-02,Same Day
OR-302072,CU-102656,2024-01-22,2024-01-25,First Class
OR-302073,CU-101904,2022-03-09,2022-03-11,Same Day
OR-302074,CU-101463,2022-06-26,2022-06-27,Standard Class
OR-302075,CU-102382,2022-06-08,2022-06-12,First Class
OR-302076,CU-101353,2024-09-06,2024-09-10,Standard Class
OR-302077,CU-102104,2023-02-16,2023-02-22,Second Class
OR-302078,CU-100208,2022-02-21,2022-02-22,Second Class
OR-302079,CU-102295,2022-03-15,2022-03-17,Second Class
OR-302080,CU-102337,2023-11-03,2023-11-06,Second Class
OR-302081,CU-102527,2023-12-09,2023-12-14,Standard Class
OR-302082,CU-101348,2022-09-18,2022-09-20,Same Day
OR-302083,CU-100975,2022-10-27,2022-10-30,Standard Class
OR-302084,CU-100761,2024-06-25,2024-06-28,First Class
OR-302085,CU-100280,2024-05-14,2024-05-15,Same Day
OR-302086,CU-100019,2023-11-30,2023-12-07,Same Day
OR-302087,CU-101857,2022-11-14,2022-11-16,Standard Class
OR-302088,CU-100222,2024-04-21,2024-04-23,Same Day
OR-302089,CU-101689,2024-06-25,2024-06-29,Standard Class
OR-302090,CU-102730,2022-01-10,2022-01-16,First Class
OR-302091,CU-101916,2024-08-19,2024-08-26,First Class
OR-302092,CU-102795,2022-02-27,2022-03-01,First Class
OR-302093,CU-101321,2022-06-29,2022-07-01,First Class
OR-302094,CU-100348,2024-01-05,2024-01-12,First Class
OR-302095,CU-100576,2022-10-29,2022-10-30,Same Day
OR-302096,CU-101243,2023-12-11,2023-12-15,Standard Class
OR-302097,CU-100888,2024-11-25,2024-11-29,Standard Class
OR-302098,CU-100927,2024-07-16,2024-07-22,Standard Class
OR-302099,CU-102436,2023-09-12,2023-09-19,Standard Class
OR-302100,CU-102824,2024-02-28,2024-03-05,First Class
OR-302101,CU-102217,2023-07-11,2023-07-12,Second Class
OR-302102,CU-100230,2023-03-23,2023-03-28,First Class
OR-302103,CU-101470,2024-01-18,2024-01-23,Standard Class
OR-302104,CU-100723,2024-10-26,2024-10-30,Standard Class
OR-302105,CU-100869,2023-12-03,2023-12-08,First Class
OR-302106,CU-100964,2022-05-06,2022-05-11,Same Day
OR-302107,CU-100898,2022-06-24,2022-06-27,Standard Class
OR-302108,CU-101477,2024-10-09,2024-10-12,Standard Class
OR-302109,CU-101854,2024-06-23,2024-06-28,Same Day
OR-302110,CU-101671,2022-07-30,2022-08-02,Standard Class
OR-302111,CU-100116,2022-01-09,2022-01-11,First Class
OR-302112,CU-102762,2024-07-01,2024-07-03,Standard Class
OR-302113,CU-102228,2023-08-03,2023-08-06,Second Class
OR-302114,CU-102290,2022-10-10,2022-10-13,Standard Class
OR-302115,CU-102382,2022-03-26,2022-03-28,First Class
OR-302116,CU-100835,2023-08-07,2023-08-13,Second Class
OR-302117,CU-102947,2022-11-08,2022-11-15,Standard Class
OR-302118,CU-101540,2024-08-02,2024-08-08,Standard Class
OR-302119,CU-100964,2023-05-09,2023-05-13,Same Day
OR-302120,CU-101842,2023-10-11,2023-10-13,First Class
OR-302121,CU-102057,2023-06-22,2023-06-27,Second Class
OR-302122,CU-101070,2023-10-19,2023-10-20,Standard Class
OR-302123,CU-100567,2024-12-03,2024-12-07,Second Class
OR-302124,CU-101210,2022-04-18,2022-04-25,Second Class
OR-302125,CU-102785,2022-08-18,2022-08-24,First Class
OR-302126,CU-101909,2022-01-29,2022-01-31,Second Class
OR-302127,CU-102568,2024-12-20,2024-12-22,Standard Class
OR-302128,CU-102961,2022-04-17,2022-04-19,Same Day
OR-302129,CU-101835,2023-11-01,2023-11-04,Standard Class
OR-302130,CU-100851,2022-02-17,2022-02-24,Second Class
OR-302131,CU-102003,2023-08-09,2023-08-13,Second Class
OR-302132,CU-102936,2023-12-13,2023-12-18,Second Class
OR-302133,CU-101216,2022-06-03,2022-06-10,First Class
OR-302134,CU-101789,2024-05-05,2024-05-10,First Class
OR-302135,CU-101380,2022-05-17,2022-05-18,First Class
OR-302136,CU-101869,2022-01-06,2022-01-09,Second Class
OR-302137,CU-100129,2023-08-29,2023-08-30,Same Day
OR-302138,CU-100450,2023-01-13,2023-01-20,Second Class
OR-302139,CU-102866,2024-02-22,2024-02-29,Second Class
OR-302140,CU-102295,2023-05-08,2023-05-14,First Class
OR-302141,CU-102469,2022-05-17,2022-05-21,First Class
OR-302142,CU-102671,2023-10-21,2023-10-22,Second Class
OR-302143,CU-102733,2023-09-11,2023-09-18,Same Day
OR-302144,CU-102499,2022-07-17,2022-07-24,Standard Class
OR-302145,CU-102887,2024-01-12,2024-01-17,Same Day
OR-302146,CU-101205,2022-07-03,2022-07-08,Second Class
OR-302147,CU-100009,2024-06-25,2024-07-02,Same Day
OR-302148,CU-101128,2022-08-19,2022-08-21,First Class
OR-302149,CU-102461,2023-10-04,2023-10-11,First Class
OR-302150,CU-101591,2023-05-31,2023-06-05,Standard Class
OR-302151,CU-101571,2022-08-13,2022-08-16,Same Day
OR-302152,CU-101468,2024-11-14,2024-11-20,First Class
OR-302153,CU-102165,2024-10-16,2024-10-23,Standard Class
OR-302154,CU-102887,2022-06-29,2022-06-30,Second Class
OR-302155,CU-100333,2024-06-24,2024-06-25,Same Day
OR-302156,CU-101006,2024-11-10,2024-11-14,Standard Class
OR-302157,CU-102078,2022-10-18,2022-10-20,Standard Class
OR-302158,CU-101948,2022-08-17,2022-08-24,Standard Class
OR-302159,CU-102893,2022-09-12,2022-09-17,Second Class
OR-302160,CU-100143,2023-04-05,2023-04-06,First Class
OR-302161,CU-102821,2024-09-23,2024-09-28,Same Day
OR-302162,CU-101872,2024-02-13,2024-02-17,First Class
OR-302163,CU-102481,2024-02-12,2024-02-17,First Class
OR-302164,CU-102157,2023-08-08,2023-08-13,First Class
OR-302165,CU-101026,2023-09-20,2023-09-22,Standard Class
OR-302166,CU-101303,2022-11-24,2022-11-27,Second Class
OR-302167,CU-102529,2024-10-19,2024-10-22,First Class
OR-302168,CU-101482,2023-05-30,2023-06-06,Second Class
OR-302169,CU-101126,2022-07-20,2022-07-22,First Class
OR-302170,CU-102474,2024-09-29,2024-10-03,Second Class
OR-302171,CU-101459,2023-01-03,2023-01-07,Second Class
OR-302172,CU-102143,2023-12-11,2023-12-18,Standard Class
OR-302173,CU-100742,2022-09-03,2022-09-07,Second Class
OR-302174,CU-101858,2022-07-22,2022-07-29,Same Day
OR-302175,CU-102566,2022-03-07,2022-03-14,Standard Class
OR-302176,CU-101540,2023-01-30,2023-02-01,Second Class
OR-302177,CU-101990,2022-09-01,2022-09-03,Standard Class
OR-302178,CU-100456,2024-10-27,2024-11-03,Second Class
OR-302179,CU-102316,2024-08-07,2024-08-11,First Class
OR-302180,CU-102190,2022-04-09,2022-04-10,First Class
OR-302181,CU-100100,2022-03-10,2022-03-11,Second Class
OR-302182,CU-101499,2024-10-26,2024-10-27,Same Day
OR-302183,CU-101943,2022-10-02,2022-10-05,Standard Class
OR-302184,CU-100842,2022-06-27,2022-06-28,Second Class
OR-302185,CU-102883,2023-07-25,2023-07-29,Same Day
OR-302186,CU-101385,2023-04-07,2023-04-10,First Class
OR-302187,CU-102858,2024-09-13,2024-09-17,Standard Class
OR-302188,CU-102475,2024-07-10,2024-07-15,Standard Class
OR-302189,CU-101425,2024-02-18,2024-02-25,First Class
OR-302190,CU-100751,2023-06-07,2023-06-08,Standard Class
OR-302191,CU-102159,2024-01-27,2024-01-30,Second Class
OR-302192,CU-102995,2023-09-14,2023-09-16,Same Day
OR-302193,CU-101855,2024-12-06,2024-12-13,Same Day
OR-302194,CU-102782,2022-11-22,2022-11-29,First Class
OR-302195,CU-102624,2024-02-29,2024-03-02,First Class
OR-302196,CU-101500,2023-02-22,2023-03-01,Second Class
OR-302197,CU-102585,2022-02-11,2022-02-12,First Class
OR-302198,CU-100058,2024-03-04,2024-03-09,Second Class
OR-302199,CU-100776,2022-03-11,2022-03-18,Second Class
OR-302200,CU-102496,2022-12-13,2022-12-17,First Class
OR-302201,CU-101631,2024-02-20,2024-02-26,Standard Class
OR-302202,CU-101858,2022-03-25,2022-03-26,Same Day
OR-302203,CU-100542,2022-08-28,2022-08-30,Same Day
OR-302204,CU-102236,2022-05-20,2022-05-26,Same Day
OR-302205,CU-100265,2022-03-23,2022-03-30,Standard Class
OR-302206,CU-102416,2023-11-06,2023-11-11,Same Day
OR-302207,CU-101985,2022-02-10,2022-02-17,Second Class
OR-302208,CU-102717,2022-10-18,2022-10-21,First Class
OR-302209,CU-101346,2022-01-05,2022-01-07,First Class
OR-302210,CU-102577,2023-10-19,2023-10-22,Same Day
OR-302211,CU-101893,2023-07-28,2023-07-31,Second Class
OR-302212,CU-100943,2022-03-06,2022-03-12,Same Day
OR-302213,CU-101699,2023-09-02,2023-09-09,First Class
OR-302214,CU-101411,2023-02-09,2023-02-12,Second Class
OR-302215,CU-100524,2024-10-20,2024-10-27,First Class
OR-302216,CU-101702,2023-10-31,2023-11-07,First Class
OR-302217,CU-102108,2022-11-28,2022-11-30,Same Day
OR-302218,CU-102603,2024-08-13,2024-08-19,Same Day
OR-302219,CU-101973,2022-01-17,2022-01-18,First Class
OR-302220,CU-101558,2022-11-11,2022-11-13,Standard Class
OR-302221,CU-102458,2024-07-07,2024-07-13,First Class
OR-302222,CU-100561,2022-09-05,2022-09-12,First Class
OR-302223,CU-100254,2022-03-04,2022-03-10,First Class
OR-302224,CU-102267,2022-01-18,2022-01-25,Second Class
OR-302225,CU-101131,2022-08-11,2022-08-14,Second Class
OR-302226,CU-102036,2023-09-08,2023-09-14,Second Class
OR-302227,CU-102414,2024-09-18,2024-09-25,Second Class
OR-302228,CU-100620,2022-09-08,2022-09-09,Standard Class
OR-302229,CU-101938,2024-07-01,2024-07-06,First Class
OR-302230,CU-100880,2023-05-01,2023-05-06,First Class
OR-302231,CU-100800,2023-11-17,2023-11-24,Second Class
OR-302232,CU-100503,2023-03-29,2023-03-30,Standard Class
OR-302233,CU-101494,2023-02-06,2023-02-10,Second Class
OR-302234,CU-100946,2023-10-25,2023-10-31,Second Class
OR-302235,CU-101982,2023-03-13,2023-03-18,Same Day
OR-302236,CU-102882,2024-09-01,2024-09-06,First Class
OR-302237,CU-102416,2024-06-19,2024-06-26,First Class
OR-302238,CU-102628,2022-09-21,2022-09-27,First Class
OR-302239,CU-100512,2022-07-23,2022-07-28,Standard Class
OR-302240,CU-100816,2022-05-07,2022-05-14,Same Day
OR-302241,CU-101109,2023-09-23,2023-09-30,Second Class
OR-302242,CU-101846,2024-09-27,2024-10-01,First Class
OR-302243,CU-101418,2022-07-25,2022-07-30,Second Class
OR-302244,CU-100908,2023-05-12,2023-05-18,Same Day
OR-302245,CU-100239,2023-01-18,2023-01-25,First Class
OR-302246,CU-101583,2024-01-02,2024-01-03,First Class
OR-302247,CU-101578,2023-06-06,2023-06-10,First Class
OR-302248,CU-100057,2023-06-17,2023-06-19,Same Day
OR-302249,CU-102175,2022-09-07,2022-09-12,Second Class
OR-302250,CU-102188,2024-09-05,2024-09-10,Second Class
OR-302251,CU-101906,2024-01-12,2024-01-16,Same Day
OR-302252,CU-101800,2023-10-17,2023-10-23,Second Class
OR-302253,CU-101653,2024-06-12,2024-06-15,Standard Class
OR-302254,CU-101011,2024-10-04,2024-10-08,First Class
OR-302255,CU-101736,2023-11-23,2023-11-24,Same Day
OR-302256,CU-102191,2022-07-10,2022-07-17,Second Class
OR-302257,CU-101826,2023-09-10,2023-09-16,First Class
OR-302258,CU-101144,2022-03-23,2022-03-30,First Class
OR-302259,CU-102725,2024-02-16,2024-02-19,Standard Class
OR-302260,CU-102124,2023-05-25,2023-05-28,Standard Class
OR-302261,CU-102969,2024-07-01,2024-07-05,Same Day
OR-302262,CU-101994,2024-07-19,2024-07-22,First Class
OR-302263,CU-100831,2024-08-18,2024-08-19,Standard Class
OR-302264,CU-102093,2023-01-11,2023-01-15,Standard Class
OR-302265,CU-102081,2024-10-17,2024-10-23,Same Day
OR-302266,CU-102464,2023-08-25,2023-08-29,Standard Class
OR-302267,CU-102615,2023-12-27,2023-12-28,Standard Class
OR-302268,CU-102704,2024-12-11,2024-12-14,Second Class
OR-302269,CU-101355,2022-05-04,2022-05-10,Second Class
OR-302270,CU-101116,2022-12-11,2022-12-12,Same Day
OR-302271,CU-102591,2022-12-04,2022-12-11,Same Day
OR-302272,CU-101631,2022-05-24,2022-05-26,Same Day
OR-302273,CU-101245,2024-01-13,2024-01-15,Standard Class
OR-302274,CU-101145,2022-08-01,2022-08-07,Same Day
OR-302275,CU-102010,2023-05-24,2023-05-26,Standard Class
OR-302276,CU-101975,2024-03-16,2024-03-18,Standard Class
OR-302277,CU-101395,2022-06-27,2022-07-01,First Class
OR-302278,CU-100921,2022-10-22,2022-10-25,Standard Class
OR-302279,CU-101983,2022-04-16,2022-04-20,First Class
OR-302280,CU-100353,2024-10-05,2024-10-09,Same Day
OR-302281,CU-102648,2024-06-17,2024-06-22,Same Day
OR-302282,CU-100043,2023-03-26,2023-03-31,Same Day
OR-302283,CU-101259,2022-06-29,2022-07-05,Same Day
OR-302284,CU-101649,2024-10-23,2024-10-27,Standard Class
OR-302285,CU-102888,2024-03-02,2024-03-05,Second Class
OR-302286,CU-100073,2024-10-31,2024-11-01,Second Class
OR-302287,CU-100977,2024-02-04,2024-02-10,Standard Class
OR-302288,CU-101037,2024-10-03,2024-10-07,Same Day
OR-302289,CU-100243,2024-09-12,2024-09-13,Standard Class
OR-302290,CU-101755,2023-07-13,2023-07-14,Same Day
OR-302291,CU-102510,2023-02-20,2023-02-22,Second Class
OR-302292,CU-102168,2022-11-03,2022-11-06,Standard Class
OR-302293,CU-102009,2023-04-22,2023-04-28,First Class
OR-302294,CU-102731,2023-02-08,2023-02-10,First Class
OR-302295,CU-102585,2024-06-07,2024-06-09,Standard Class
OR-302296,CU-102204,2024-04-26,2024-04-30,Second Class
OR-302297,CU-101738,2022-11-20,2022-11-23,Second Class
OR-302298,CU-102376,2023-09-09,2023-09-10,Same Day
OR-302299,CU-100603,2024-03-23,2024-03-29,First Class
OR-302300,CU-100928,2024-11-06,2024-11-12,First Class
OR-302301,CU-101756,2024-06-07,2024-06-13,Second Class
OR-302302,CU-101119,2023-04-08,2023-04-15,First Class
OR-302303,CU-100658,2022-10-17,2022-10-23,Same Day
OR-302304,CU-101950,2024-05-09,2024-05-16,Same Day
OR-302305,CU-100153,2024-10-16,2024-10-19,Standard Class
OR-302306,CU-101425,2024-01-20,2024-01-25,First Class
OR-302307,CU-101387,2023-01-10,2023-01-12,Second Class
OR-302308,CU-102342,2024-02-05,2024-02-11,Standard Class
OR-302309,CU-101766,2023-03-04,2023-03-08,Standard Class
OR-302310,CU-102887,2024-10-26,2024-11-01,Standard Class
OR-302311,CU-102462,2023-04-15,2023-04-22,Second Class
OR-302312,CU-102127,2024-03-23,2024-03-25,Second Class
OR-302313,CU-100591,2022-06-03,2022-06-08,First Class
OR-302314,CU-100437,2022-07-16,2022-07-18,Same Day
OR-302315,CU-102163,2024-05-12,2024-05-15,First Class
OR-302316,CU-100990,2024-05-26,2024-05-29,First Class
OR-302317,CU-101521,2024-03-14,2024-03-15,First Class
OR-302318,CU-101540,2024-06-05,2024-06-12,Standard Class
OR-302319,CU-101018,2022-07-17,2022-07-22,First Class
OR-302320,CU-101114,2024-10-15,2024-10-16,First Class
OR-302321,CU-101706,2022-10-01,2022-10-03,Same Day
OR-302322,CU-100803,2023-01-06,2023-01-11,Same Day
OR-302323,CU-102930,2024-01-08,2024-01-13,First Class
OR-302324,CU-102226,2023-11-14,2023-11-18,Standard Class
OR-302325,CU-102536,2022-08-07,2022-08-14,First Class
OR-302326,CU-100467,2023-08-28,2023-08-31,Same Day
OR-302327,CU-100962,2024-03-28,2024-03-30,Same Day
OR-302328,CU-102090,2023-09-27,2023-10-02,Standard Class
OR-302329,CU-100806,2023-12-09,2023-12-13,Standard Class
OR-302330,CU-101185,2024-08-30,2024-09-01,First Class
OR-302331,CU-101668,2022-11-25,2022-11-27,First Class
OR-302332,CU-101830,2023-07-15,2023-07-16,Same Day
OR-302333,CU-102415,2022-04-24,2022-04-28,Standard Class
OR-302334,CU-100319,2022-09-16,2022-09-19,Standard Class
OR-302335,CU-101031,2022-08-29,2022-09-01,First Class
OR-302336,CU-101223,2022-06-06,2022-06-09,Same Day
OR-302337,CU-102012,2024-11-03,2024-11-04,Standard Class
OR-302338,CU-102691,2023-09-05,2023-09-08,Standard Class
OR-302339,CU-101912,2022-12-25,2022-12-30,Same Day
OR-302340,CU-102435,2022-03-06,2022-03-10,Standard Class
OR-302341,CU-100194,2024-11-13,2024-11-14,Same Day
OR-302342,CU-101871,2023-01-11,2023-01-13,Second Class
OR-302343,CU-102690,2024-01-20,2024-01-23,Second Class
OR-302344,CU-100777,2023-09-18,2023-09-25,First Class
OR-302345,CU-101212,2022-10-25,2022-10-29,Standard Class
OR-302346,CU-100364,2023-02-14,2023-02-18,First Class
OR-302347,CU-102132,2023-06-16,2023-06-18,First Class
OR-302348,CU-101877,2023-12-29,2024-01-02,First Class
OR-302349,CU-101859,2022-04-30,2022-05-02,Standard Class
OR-302350,CU-102637,2024-11-22,2024-11-26,First Class
OR-302351,CU-101358,2024-07-18,2024-07-21,Second Class
OR-302352,CU-102007,2023-02-05,2023-02-11,First Class
OR-302353,CU-100190,2022-06-07,2022-06-08,Second Class
OR-302354,CU-102384,2023-11-24,2023-11-27,Standard Class
OR-302355,CU-100518,2022-12-03,2022-12-07,Second Class
OR-302356,CU-102646,2022-03-16,2022-03-19,First Class
OR-302357,CU-102022,2024-10-21,2024-10-28,Standard Class
OR-302358,CU-100731,2024-05-15,2024-05-20,First Class
OR-302359,CU-100787,2024-03-03,2024-03-10,Second Class
OR-302360,CU-100720,2023-02-15,2023-02-21,Standard Class
OR-302361,CU-101350,2024-05-29,2024-06-01,Standard Class
OR-302362,CU-100050,2024-09-13,2024-09-19,Same Day
OR-302363,CU-100960,2022-06-20,2022-06-25,Standard Class
OR-302364,CU-101338,2024-11-30,2024-12-07,Same Day
OR-302365,CU-102429,2024-04-02,2024-04-06,Same Day
OR-302366,CU-101890,2023-02-28,2023-03-07,Same Day
OR-302367,CU-101888,2023-11-08,2023-11-13,Same Day
OR-302368,CU-102244,2024-02-24,2024-02-29,Same Day
